File,ID,English,Vietnamese
GameTextPartVoice,5668,"やってくれる……！\n[gathering power]",""
GameTextPartVoice,5669,"舐めた真似を……\n[gathering power]",""
GameTextPartVoice,5670,"礼を言う\n[gathering power]",""
GameTextPartVoice,5671,"すまない\nFor the future!",""
GameTextPartVoice,5672,"おのれ……！\nIn the name of Grandport...!",""
GameTextPartVoice,5673,"ただで済むと思うな！\nDo not underestimate us!",""
GameTextPartVoice,5674,"ぐっ！\nI have you!",""
GameTextPartVoice,5675,"ぬうっ！\nFool!",""
GameTextPartVoice,5676,"がぁっ！！\nYou are bested!",""
GameTextPartVoice,5677,"なんてことない……！\nYou were careless.",""
GameTextPartVoice,5678,"ぐああああああっ！！！\nRetreating!",""
GameTextPartVoice,5679,"貴様ァッ！！\nI will fight!",""
GameTextPartVoice,5680,"ぬかった……\nStop sniveling!",""
GameTextPartVoice,5681,"無念……っ\nI will avenge you!",""
GameTextPartVoice,5682,"憎むぞ……この非力さを……\nFight to the last!",""
GameTextPartVoice,5683,"喰らえ！\nMissed!",""
GameTextPartVoice,5684,"仕留める！\nI am stronger than that.",""
GameTextPartVoice,5685,"道を開くぞ！\nI won't fall to you.",""
GameTextPartVoice,5686,"でぇぇぇぇい！\nYou fiend...!",""
GameTextPartVoice,5687,"散れっ！\nI underestimated you...",""
GameTextPartVoice,5688,"舐めるな！\nYou have my thanks.",""
GameTextPartVoice,5689,"倒させてもらう！\nI do apologize.",""
GameTextPartVoice,5690,"藻屑となれ！\nBastard...!",""
GameTextPartVoice,5691,"燃えろ！\nYou will pay!",""
GameTextPartVoice,5692,"爆ぜろ！\n[taking light damage reax]",""
GameTextPartVoice,5693,"アールデー・イグニス\n[taking light damage reax]",""
GameTextPartVoice,5694,"凍れ！\n[taking moderate damage reax]",""
GameTextPartVoice,5695,"凍てつけ！\nThis can't be!",""
GameTextPartVoice,5696,"クルター・グラキエス\n[taking heavy damage reax]",""
GameTextPartVoice,5697,"いかづちよ！\nHow dare you...!",""
GameTextPartVoice,5698,"稲妻、走れ！\nYou have bested me...",""
GameTextPartVoice,5699,"カネ・トルトニス\nCurse...you...",""
GameTextPartVoice,5700,"いい風だ\nI abhor...how powerless I feel...",""
GameTextPartVoice,5701,"嵐が来る！\nTake that!",""
GameTextPartVoice,5702,"サルター・ウェントス\nI've got you!",""
GameTextPartVoice,5703,"光よ！\nI'll cut a path forward!",""
GameTextPartVoice,5704,"闇を祓う！\n[extremely strong attack exert]",""
GameTextPartVoice,5705,"コングレアー・ルクス\nFall!",""
GameTextPartVoice,5706,"闇よ……！\nBehold!",""
GameTextPartVoice,5707,"暗闇よ！\nThis is the end of you!",""
GameTextPartVoice,5708,"オペリー・テネブラエ\nDrown in pain!",""
GameTextPartVoice,5709,"治すぞ\nIgnite!",""
GameTextPartVoice,5710,"託した\nBurn up!",""
GameTextPartVoice,5711,"まだいける\nIgnis Ardere!",""
GameTextPartVoice,5712,"健闘を祈る\nCongeal!",""
GameTextPartVoice,5713,"守りを固めろ！\nFreeze solid!",""
GameTextPartVoice,5714,"大人しくしろ\nGlacies Claudere!",""
GameTextPartVoice,5715,"脆い……\nThunder!",""
GameTextPartVoice,5716,"私が引きつける！\nBolts of lightning!",""
GameTextPartVoice,5717,"使うぞ\nTonitrus Canere!",""
GameTextPartVoice,5718,"受け取れ\nA fine breeze.",""
GameTextPartVoice,5719,"味わえ\nStorm's brewing!",""
GameTextPartVoice,5720,"二連斬\nVentus Saltare!",""
GameTextPartVoice,5721,"防御を固める\nLight!",""
GameTextPartVoice,5722,"かかってこい！\nPurify the dark!",""
GameTextPartVoice,5723,"攻むるこそ、最大の守りなり！\nLux Congerere!",""
GameTextPartVoice,5724,"射抜く！\nDarkness!",""
GameTextPartVoice,5725,"者ども、構えっ！\nDark seas!",""
GameTextPartVoice,5726,"我が剣の錆となれ！\nTenebrae Operire!",""
GameTextPartVoice,5727,"私が皆を守る！\nI'll heal you.",""
GameTextPartVoice,5728,"はっ\nTake it.",""
GameTextPartVoice,5729,"はっ\nWe're not through yet.",""
GameTextPartVoice,5730,"こんにちは\nGood luck.",""
GameTextPartVoice,5731,"ええ\nBatten down the hatches!",""
GameTextPartVoice,5732,"で……\nPipe down.",""
GameTextPartVoice,5733,"さようなら\nSo fragile.",""
GameTextPartVoice,5734,"！\nI'll keep them busy!",""
GameTextPartVoice,5735,"えっ？\nI'll use this.",""
GameTextPartVoice,5736,"なんだって！？\nTake this.",""
GameTextPartVoice,5737,"ふん！\nHave a taste!",""
GameTextPartVoice,5738,"……\nMy blade stings!",""
GameTextPartVoice,5739,"はぁ……\nI'll stem the tide!",""
GameTextPartVoice,5740,"わぁ……！\nOver here!",""
GameTextPartVoice,5741,"見事ですね！\nOffense is the best defense!",""
GameTextPartVoice,5742,"ふっ……\nRight through you!",""
GameTextPartVoice,5743,"あははは！\nSoldiers! At the ready!",""
GameTextPartVoice,5744,"くっ……\nMy blade thirsts for blood!",""
GameTextPartVoice,5745,"まさか……！\nI will protect you all!",""
GameTextPartVoice,5746,"！？\n[attack exert]",""
GameTextPartVoice,5747,"そんな……\n[attack exert]",""
GameTextPartVoice,5748,"ありがとうございます\nHello there.",""
GameTextPartVoice,5749,"すみません\nYes.",""
GameTextPartVoice,5750,"大丈夫ですか？\nMhm...",""
GameTextPartVoice,5751,"あの……\nGood day to you.",""
GameTextPartVoice,5752,"あっ！\n[surprised reax]",""
GameTextPartVoice,5753,"これは……\nHuh?",""
GameTextPartVoice,5754,"ああ\nWhat!?",""
GameTextPartVoice,5755,"違います\n[angry grunt]",""
GameTextPartVoice,5756,"はい\n[sad sigh]",""
GameTextPartVoice,5757,"いいえ\n[sad sigh]",""
GameTextPartVoice,5758,"わかりました\nWhoa...",""
GameTextPartVoice,5759,"うん？\nMagnificent!",""
GameTextPartVoice,5760,"うーん……\n[chuckle]",""
GameTextPartVoice,5761,"なるほど……\n[laugh]",""
GameTextPartVoice,5762,"オクトパストラベラー\n[frustrated reax]",""
GameTextPartVoice,5763,"うかがいたいのですが……\nBut how?",""
GameTextPartVoice,5764,"ご協力、感謝します！\n[scared reax]",""
GameTextPartVoice,5765,"使わせていただきます！\nBut...!",""
GameTextPartVoice,5766,"よい修行になりました\nThank you!",""
GameTextPartVoice,5767,"ありがとうございます\nSorry.",""
GameTextPartVoice,5768,"共に戦いましょう！\nIs everything okay?",""
GameTextPartVoice,5769,"来てくださるのですね\nPardon me, but...",""
GameTextPartVoice,5770,"再考されてみては……？\n[noticing something reax]",""
GameTextPartVoice,5771,"いただいてばかりではいけませんね。僕の力が必要な時は遠慮なく仰ってください。\nWhat's this?",""
GameTextPartVoice,5772,"サザントスさんは@+@確かに道を誤りました\nYes, indeed.",""
GameTextPartVoice,5773,"でも、その心には灯火が残っていた@+@……僕が信じた通りに\nYou're wrong.",""
GameTextPartVoice,5774,"“選ばれし者”よ@+@どうか……\nAye.",""
GameTextPartVoice,5775,"……いえ、あなたに@+@聖火の導きがありますように\nNo.",""
GameTextPartVoice,5776,"聖火騎士ロンド、参ります！\nUnderstood!",""
GameTextPartVoice,5777,"正しき道を往きます\n[puzzled reax]",""
GameTextPartVoice,5778,"強敵です！　警戒しましょう\n[thinking reax]",""
GameTextPartVoice,5779,"聖火にかけて、あなたを討つ！\nI get it now.",""
GameTextPartVoice,5780,"なんと禍々しい……\nOctopath Traveler",""
GameTextPartVoice,5781,"サザントスさん……！！\nThere's something I'd like to ask...",""
GameTextPartVoice,5782,"トドメ！\nThank you for your cooperation!",""
GameTextPartVoice,5783,"最後です！\nI will use it wisely!",""
GameTextPartVoice,5784,"はぁぁっ！！\nThank you for training with me.",""
GameTextPartVoice,5785,"務めを果たしました\nI am in your debt.",""
GameTextPartVoice,5786,"勝てましたね！\nLet us fight as one!",""
GameTextPartVoice,5787,"もっと強くならなければ……\nSo you will join me?",""
GameTextPartVoice,5788,"炎と共に歩め……\nWon't you reconsider?",""
GameTextPartVoice,5789,"ご用心を\nI apologize for always being on the receiving end of your kindness. If there is anything I can do for you, just say the word.",""
GameTextPartVoice,5790,"望むところです\nWhile it's true Sir Sazantos traveled down a dark path...",""
GameTextPartVoice,5791,"いやな予感がします……\nThere was still light in his heart, just as I believed there would be.",""
GameTextPartVoice,5792,"仕留めるッ！\nO Chosen One, please—",""
GameTextPartVoice,5793,"すべてをぶつけるッ！！\n...Never you mind. May the Sacred Flame ever light your path.",""
GameTextPartVoice,5794,"はっ\nI am Rondo of the Knights Ardante!",""
GameTextPartVoice,5795,"たっ\nI will never go astray!",""
GameTextPartVoice,5796,"ていっ\nThis fiend is strong!",""
GameTextPartVoice,5797,"それっ\nBy the Sacred Flame, I will vanquish you!",""
GameTextPartVoice,5798,"切り開く！\nHow ominous...",""
GameTextPartVoice,5799,"決めます！\nSir Sazantos!",""
GameTextPartVoice,5800,"おっと……\nIt's over!",""
GameTextPartVoice,5801,"はぁっ！\nSay goodbye!",""
GameTextPartVoice,5802,"うおおおおっ！\n[attack exert]",""
GameTextPartVoice,5803,"はあああああああッ！\nI have done my duty.",""
GameTextPartVoice,5804,"ふんっ！\nWe are victorious!",""
GameTextPartVoice,5805,"覚悟！\nI need to train harder...",""
GameTextPartVoice,5806,"僕が、皆を守る！\nWalk with the Flame...",""
GameTextPartVoice,5807,"“炎と共に歩め”……そうですよね、サザントスさん\nBe cautious.",""
GameTextPartVoice,5808,"見切った！\nAs you wish.",""
GameTextPartVoice,5809,"隙あり！\nThis may be bad...",""
GameTextPartVoice,5810,"ここからが本番です\nLet's end this!",""
GameTextPartVoice,5811,"逃がさないッ！\nHold nothing back!",""
GameTextPartVoice,5812,"ひとまず退きます！\n[attack exert]",""
GameTextPartVoice,5813,"ここは僕が！\n[attack exert]",""
GameTextPartVoice,5814,"下がってください！\n[attack exert]",""
GameTextPartVoice,5815,"なんてことを……！！\n[attack exert]",""
GameTextPartVoice,5816,"守りの力を\nI will carve a path!",""
GameTextPartVoice,5817,"当たりません！\nThis ends now!",""
GameTextPartVoice,5818,"災いを払う！\nOops...",""
GameTextPartVoice,5819,"聖火の加護を\n[gathering power]",""
GameTextPartVoice,5820,"邪悪の念が強すぎます……\n[gathering power]",""
GameTextPartVoice,5821,"うわっ！？\n[gathering power]",""
GameTextPartVoice,5822,"感謝します\n[gathering power]",""
GameTextPartVoice,5823,"助かりました\nPrepare yourself!",""
GameTextPartVoice,5824,"まだ終わりではありません……！\nI won't let you harm anyone!",""
GameTextPartVoice,5825,"強くなると……誓ったんだ！\n""Walk with the Flame""... Isn't that right, Sir Sazantos?",""
GameTextPartVoice,5826,"うぐっ\nGot you!",""
GameTextPartVoice,5827,"あいてて……\nThere!",""
GameTextPartVoice,5828,"うあっ！？\nIt begins now.",""
GameTextPartVoice,5829,"が……はッ……！\nYou're mine!",""
GameTextPartVoice,5830,"うああああああっ！\nFalling back!",""
GameTextPartVoice,5831,"そん……な……ッ！\nAllow me!",""
GameTextPartVoice,5832,"また、守れなかった……\nStand back!",""
GameTextPartVoice,5833,"しまった……\nYou fiend!",""
GameTextPartVoice,5834,"ごめん、コーデリア……\nI must stand strong.",""
GameTextPartVoice,5835,"いくぞっ！\nNot so fast!",""
GameTextPartVoice,5836,"どうだ！\nI am shielded from evil!",""
GameTextPartVoice,5837,"受けてみろっ！\nO Sacred Flame!",""
GameTextPartVoice,5838,"でやあぁぁぁぁ！\nThis evil is too strong...",""
GameTextPartVoice,5839,"喰らえ！\n[hit by enemy counterattack reax]",""
GameTextPartVoice,5840,"これで！\nThank you!",""
GameTextPartVoice,5841,"罰します！\nI'm grateful.",""
GameTextPartVoice,5842,"僕の信じるべき道を……！\nIt isn't over yet!",""
GameTextPartVoice,5843,"炎よ！\nI swore I would get stronger!",""
GameTextPartVoice,5844,"焼き払う！\n[taking light damage reax]",""
GameTextPartVoice,5845,"アールデー・イグニス\nOwww...",""
GameTextPartVoice,5846,"氷よ！\n[taking moderate damage reax]",""
GameTextPartVoice,5847,"凍りつけ！\n[taking moderate damage reax]",""
GameTextPartVoice,5848,"クルター・グラキエス\n[taking heavy damage reax]",""
GameTextPartVoice,5849,"いかづちよ！\n[taking heavy damage reax]",""
GameTextPartVoice,5850,"雷光よ！\nI'm still not strong enough...",""
GameTextPartVoice,5851,"カネ・トルトニス\nNot like this...",""
GameTextPartVoice,5852,"風よ！\nI'm sorry...Cordelia...",""
GameTextPartVoice,5853,"薙ぎ払え！\nMy turn!",""
GameTextPartVoice,5854,"サルター・ウェントス\nHow's this!?",""
GameTextPartVoice,5855,"光よ！\nHave at you!",""
GameTextPartVoice,5856,"闇を祓え！\n[extremely strong attack exert]",""
GameTextPartVoice,5857,"コングレアー・ルクス\nHere!",""
GameTextPartVoice,5858,"闇よ……！\nTake this!",""
GameTextPartVoice,5859,"夜の闇よ！\nRepent!",""
GameTextPartVoice,5860,"オペリー・テネブラエ\nI know my path!",""
GameTextPartVoice,5861,"治します\nFlames!",""
GameTextPartVoice,5862,"受け取ってください！\nBurn!",""
GameTextPartVoice,5863,"ご無事ですか？\nIgnis Ardere!",""
GameTextPartVoice,5864,"ご武運を\nIce!",""
GameTextPartVoice,5865,"耐えてください\nFreeze!",""
GameTextPartVoice,5866,"こちらが優勢です\nGlacies Claudere!",""
GameTextPartVoice,5867,"弱らせる！\nThunder!",""
GameTextPartVoice,5868,"僕が相手だ！\nLightning bolts!",""
GameTextPartVoice,5869,"いただきます\nTonitrus Canere!",""
GameTextPartVoice,5870,"どうぞ\nWind!",""
GameTextPartVoice,5871,"これでどうだ？\nBlow strong!",""
GameTextPartVoice,5872,"十文字斬り\nVentus Saltare!",""
GameTextPartVoice,5873,"光よ、裁きたまえ\nLight!",""
GameTextPartVoice,5874,"聖火よ、我を導き給え！\nPrevail over dark!",""
GameTextPartVoice,5875,"砕けろ！\nLux Congerere!",""
GameTextPartVoice,5876,"聖火の加護よ！\nDarkness!",""
GameTextPartVoice,5877,"青き炎は我が魂、我が守り人なり！\nDark as night!",""
GameTextPartVoice,5878,"真空斬り\nTenebrae Operire!",""
GameTextPartVoice,5879,"邪悪を焼き尽くせ！！\nBe healed.",""
GameTextPartVoice,5880,"はっ\nPlease take this!",""
GameTextPartVoice,5881,"はっ\nAre you hurt?",""
GameTextPartVoice,5882,"ぐっ\nBe safe.",""
GameTextPartVoice,5883,"うぐぁっ！\nBe strong.",""
GameTextPartVoice,5884,"ぐぁぁぁぁぁぁっ！\nWe will prevail.",""
GameTextPartVoice,5885,"むうううっ……\nTremble!",""
GameTextPartVoice,5886,"うああああああっ！\nFace me!",""
GameTextPartVoice,5887,"選ばれし……者よ……！\nYes...",""
GameTextPartVoice,5888,"抑え……きれない……！\nUse this.",""
GameTextPartVoice,5889,"おい\nThis is for you.",""
GameTextPartVoice,5890,"ああ\nMy blade cuts deep!",""
GameTextPartVoice,5891,"ほう……\nWith the light as our judge!",""
GameTextPartVoice,5892,"さらばじゃ\nSacred Flame, guide me!",""
GameTextPartVoice,5893,"！\nSurrender!",""
GameTextPartVoice,5894,"はっ！\nBless us, O Sacred Flame!",""
GameTextPartVoice,5895,"なんじゃと！？\nThe blue flame is my soul. My guardian!",""
GameTextPartVoice,5896,"ふん！\nRend!",""
GameTextPartVoice,5897,"……\nMay it engulf all who oppose me!",""
GameTextPartVoice,5898,"はぁ……\n[attack exert]",""
GameTextPartVoice,5899,"面白い\n[attack exert]",""
GameTextPartVoice,5900,"見事じゃ\n[taking damage reax]",""
GameTextPartVoice,5901,"フッ……\n[taking damage reax]",""
GameTextPartVoice,5902,"ハッハッハ\n[taking damage reax]",""
GameTextPartVoice,5903,"ぐっ……\n[struggling reax]",""
GameTextPartVoice,5904,"ぐ……ぐうううう！\n[struggling reax]",""
GameTextPartVoice,5905,"！？\nChosen...One...!",""
GameTextPartVoice,5906,"まさか……\nI can't control it...!",""
GameTextPartVoice,5907,"くるしゅうない\nYes?",""
GameTextPartVoice,5908,"すまんのう\nMmh.",""
GameTextPartVoice,5909,"大丈夫かの？\nOh?",""
GameTextPartVoice,5910,"のう……\nFarewell.",""
GameTextPartVoice,5911,"あっ！\n[surprised reax]",""
GameTextPartVoice,5912,"これは……\n[surprised reax]",""
GameTextPartVoice,5913,"ああ\nWhat!?",""
GameTextPartVoice,5914,"違うのう\n[angry grunt]",""
GameTextPartVoice,5915,"そうじゃ\n[sad sigh]",""
GameTextPartVoice,5916,"好かん……\n[sad sigh]",""
GameTextPartVoice,5917,"よかろう\nHow very entertaining.",""
GameTextPartVoice,5918,"ふむ？\nWell played.",""
GameTextPartVoice,5919,"うむ……\n[chuckle]",""
GameTextPartVoice,5920,"そうか……！\n[laugh]",""
GameTextPartVoice,5921,"オクトパストラベラー\n[frustrated reax]",""
GameTextPartVoice,5922,"どれ、妾の相手をせよ\nGrrr!",""
GameTextPartVoice,5923,"妾の目を見よ……\n[scared reax]",""
GameTextPartVoice,5924,"いただくぞ\nNo...",""
GameTextPartVoice,5925,"妾のものじゃ\nIt matters not.",""
GameTextPartVoice,5926,"受け取ろう\nMust I thank you?",""
GameTextPartVoice,5927,"期待しておるぞ\nWhat troubles you?",""
GameTextPartVoice,5928,"さぁ、参れ\nAhem...",""
GameTextPartVoice,5929,"時間の無駄じゃったのう\n[noticing something reax]",""
GameTextPartVoice,5930,"妾の虜となったか……よいよい、可愛がってやるぞ\nWhat have we here?",""
GameTextPartVoice,5931,"フン……来てやったぞ@+@貴様が旅立つと聞いてな\nYes.",""
GameTextPartVoice,5932,"よいか……@+@今後、誰かに負けることは許さぬぞ\nNo.",""
GameTextPartVoice,5933,"妾より強き者は……@+@貴様だけで十分じゃ\nIndeed.",""
GameTextPartVoice,5934,"さあ、愉しませよ\nDisgusting...",""
GameTextPartVoice,5935,"遊ばせてもらうぞ\nVery well.",""
GameTextPartVoice,5936,"世は、強者のみが拓くもの\n[puzzled reax]",""
GameTextPartVoice,5937,"ひざまずくのじゃ、無力な者よ\n[thinking reax]",""
GameTextPartVoice,5938,"その指輪……貴様には重いわ@+@妾の指に収めてやろう\nI see.",""
GameTextPartVoice,5939,"終いか？\nOctopath Traveler",""
GameTextPartVoice,5940,"失せよ\nNow, answer me.",""
GameTextPartVoice,5941,"力こそ、世の全てじゃ\nLook into my eyes...",""
GameTextPartVoice,5942,"ふあぁ……飽いたわ\nI'll take that.",""
GameTextPartVoice,5943,"邪魔者はねじ伏せる……全てな\nIt is mine.",""
GameTextPartVoice,5944,"本気で妾に勝てると思うたか\nYou won't be needing that.",""
GameTextPartVoice,5945,"遠慮はいらぬ\nDon't disappoint me.",""
GameTextPartVoice,5946,"暇つぶしになるかの\nDo not dally.",""
GameTextPartVoice,5947,"見上げたヤツよ\nA waste of time.",""
GameTextPartVoice,5948,"逃がさぬぞ\nCaptivated by me, are you? Then allow me to spoil you.",""
GameTextPartVoice,5949,"焦らしてくれるな\nHmph. I heard about your journey.",""
GameTextPartVoice,5950,"ほっ\nKnow that I won't tolerate you losing to anyone out there.",""
GameTextPartVoice,5951,"それ\nYou are the only one stronger than me. Am I clear?",""
GameTextPartVoice,5952,"はぁっ！\nI will enjoy this.",""
GameTextPartVoice,5953,"そらっ\nI think it's time I had some fun.",""
GameTextPartVoice,5954,"それ\nOnly the mightiest may lay claim to this world.",""
GameTextPartVoice,5955,"ほれほれほれほれ！\nKneel, you impotent wretches!",""
GameTextPartVoice,5956,"馳走してやる\nYou were not made to bear such a burden. That ring belongs on my finger, not yours.",""
GameTextPartVoice,5957,"こざかしい\nEnough!",""
GameTextPartVoice,5958,"はあっ……！\nNow begone.",""
GameTextPartVoice,5959,"むぅぅぅっ！\nThe world belongs to those with power!",""
GameTextPartVoice,5960,"はああああああっ……\n[yawn] I tire of this.",""
GameTextPartVoice,5961,"フンッ！\nI will stop at nothing to win.",""
GameTextPartVoice,5962,"昂ぶってきたわ！\nDo you think you stand a chance against me?",""
GameTextPartVoice,5963,"昂ぶってきたわ！\nI'll hit you with all I have!",""
GameTextPartVoice,5964,"はぁーッはっはっはっは！！\nThis is hardly amusing.",""
GameTextPartVoice,5965,"はぁーッはっはっはっは！！\nA worthy maggot.",""
GameTextPartVoice,5966,"妾は全てを従える@+@それが神だろうとな……\nYou will not escape.",""
GameTextPartVoice,5967,"ここかの？\nNo time to be coy.",""
GameTextPartVoice,5968,"見えるぞ\n[attack exert]",""
GameTextPartVoice,5969,"頭を出したか\n[attack exert]",""
GameTextPartVoice,5970,"もう音を上げるか？\n[attack exert]",""
GameTextPartVoice,5971,"任せる\n[attack exert]",""
GameTextPartVoice,5972,"待ちくたびれたぞ\n[attack exert]",""
GameTextPartVoice,5973,"なにを手こずっておる\nWell? Come on, then!",""
GameTextPartVoice,5974,"なんと不甲斐ない……\nYou will feel my wrath.",""
GameTextPartVoice,5975,"下がれ\nClever rat.",""
GameTextPartVoice,5976,"つまらぬ\n[gathering power]",""
GameTextPartVoice,5977,"控えろ\n[gathering power]",""
GameTextPartVoice,5978,"寄るな\n[gathering power]",""
GameTextPartVoice,5979,"覚えておれ……\n[gathering power]",""
GameTextPartVoice,5980,"むう……\nSo much excitement!",""
GameTextPartVoice,5981,"よい、よい\nSo much excitement!",""
GameTextPartVoice,5982,"気が利くのう\n[maniacal laughter]",""
GameTextPartVoice,5983,"まだじゃ……\n[maniacal laughter]",""
GameTextPartVoice,5984,"必ず後悔させてやる……\nAll will bow to me, even the gods!",""
GameTextPartVoice,5985,"まだじゃ……\nAgonizing, isn't it?",""
GameTextPartVoice,5986,"く……\nI know what pains you.",""
GameTextPartVoice,5987,"ちっ……\nYour life is mine.",""
GameTextPartVoice,5988,"ぐふッ……\nDo you yield already?",""
GameTextPartVoice,5989,"小癪な……\nNow you.",""
GameTextPartVoice,5990,"ガアアアアアッ！\nYou kept me waiting long enough.",""
GameTextPartVoice,5991,"汚らわしいッッ！！\nAre you really so weak?",""
GameTextPartVoice,5992,"なんじゃと……！\nGutless maggot...",""
GameTextPartVoice,5993,"この妾が……！\nLeave me be.",""
GameTextPartVoice,5994,"妾は、非力じゃった……\nHow dull.",""
GameTextPartVoice,5995,"妾に従え！\nA pathetic attempt.",""
GameTextPartVoice,5996,"戯れもそこまでじゃ\nKeep your distance.",""
GameTextPartVoice,5997,"血が滾るっ！\nI won't forget this...",""
GameTextPartVoice,5998,"天にも昇る心地にしてやろう\n[frustrated grunt]",""
GameTextPartVoice,5999,"くだらん\nGood.",""
GameTextPartVoice,6000,"喰ろうてやる\nYou serve me well.",""
GameTextPartVoice,6001,"心地よいか？\nI am not beaten yet...",""
GameTextPartVoice,6002,"しゃぶり尽くしてやろう\nYou will regret that.",""
GameTextPartVoice,6003,"喰ろうてやる\nI am not beaten yet...",""
GameTextPartVoice,6004,"心地よいか？\n[taking light damage reax]",""
GameTextPartVoice,6005,"しゃぶり尽くしてやろう\n[taking light damage reax]",""
GameTextPartVoice,6006,"火じゃ\n[taking moderate damage reax]",""
GameTextPartVoice,6007,"灰となれ\nWhat impudence!",""
GameTextPartVoice,6008,"アールデー・イグニス\n[taking heavy damage reax]",""
GameTextPartVoice,6009,"氷じゃ\nYou disgust me!",""
GameTextPartVoice,6010,"凍てつくがよい\nThis can't be happening...!",""
GameTextPartVoice,6011,"クルター・グラキエス\nHow could I lose...?",""
GameTextPartVoice,6012,"いかづちじゃ\nMy power was...insufficient...",""
GameTextPartVoice,6013,"痺れよ\nBow to me!",""
GameTextPartVoice,6014,"カネ・トルトニス\nEnough games.",""
GameTextPartVoice,6015,"嵐じゃ\nMy blood is roiling!",""
GameTextPartVoice,6016,"吹き飛べ\nYou will see the heavens!",""
GameTextPartVoice,6017,"サルター・ウェントス\nI tire of this.",""
GameTextPartVoice,6018,"光じゃ\nHave a taste of this!",""
GameTextPartVoice,6019,"裁きを下す\nAre you enjoying this?",""
GameTextPartVoice,6020,"コングレアー・ルクス\nI will devour you whole!",""
GameTextPartVoice,6021,"闇じゃ\nHave a taste of this!",""
GameTextPartVoice,6022,"贄となれ\nAre you enjoying this?",""
GameTextPartVoice,6023,"オペリー・テネブラエ\nI will devour you whole!",""
GameTextPartVoice,6024,"甘ったれるな\nBurn!",""
GameTextPartVoice,6025,"ほうれ\nTo ashes!",""
GameTextPartVoice,6026,"まだやれるな？\nIgnis Ardere!",""
GameTextPartVoice,6027,"力こそ……\nFreeze!",""
GameTextPartVoice,6028,"もっと力がいる……\nGo numb with cold!",""
GameTextPartVoice,6029,"遊び足らんじゃろう？\nGlacies Claudere!",""
GameTextPartVoice,6030,"失望させるな\nLightning!",""
GameTextPartVoice,6031,"失望させるな\nThunder!",""
GameTextPartVoice,6032,"妾は西方ガ・ロハの王、タトゥロックなり！\nTonitrus Canere!",""
GameTextPartVoice,6033,"もらうぞ\nWind!",""
GameTextPartVoice,6034,"くれてやる\nGet swept away!",""
GameTextPartVoice,6035,"それ\nVentus Saltare!",""
GameTextPartVoice,6036,"ねじ伏せてやろう\nLight!",""
GameTextPartVoice,6037,"ひざまずけ……\nPunish them!",""
GameTextPartVoice,6038,"溶融の舞\nLux Congerere!",""
GameTextPartVoice,6039,"冥豹の舞\nDarkness!",""
GameTextPartVoice,6040,"ほれほれほれ！\nSacrifice!",""
GameTextPartVoice,6041,"虜となれ\nTenebrae Operire!",""
GameTextPartVoice,6042,"首を垂れよ\nDon't get sloppy.",""
GameTextPartVoice,6043,"妾こそが大陸の覇者に相応しい！\nOn your feet.",""
GameTextPartVoice,6044,"ひざまずけ……\nThe battle isn't over.",""
GameTextPartVoice,6045,"虜となれ\nStand tall.",""
GameTextPartVoice,6046,"雄どもよ！\nI haven't time for weakness.",""
GameTextPartVoice,6047,"ほっ\nThe game continues.",""
GameTextPartVoice,6048,"ほっ\nI will not be disappointed.",""
GameTextPartVoice,6049,"フフ……妾の眼を見よ\nI will not be disappointed.",""
GameTextPartVoice,6050,"ほれほれ……もっと愉しませよ\nI am Tatloch, Empress of G'roha!",""
GameTextPartVoice,6051,"ほれほれほれほれほれほれほれほれッ！！\nMine.",""
GameTextPartVoice,6052,"妾の一部となるがよい！\nVery well.",""
GameTextPartVoice,6053,"指輪よ……！！\n[throwing exert]",""
GameTextPartVoice,6054,"“舞踏姫”よ……！！\nI will crush you...!",""
GameTextPartVoice,6055,"こんにちは\nKneel before me!",""
GameTextPartVoice,6056,"ええ\nFlames take you!",""
GameTextPartVoice,6057,"それで……\nThe dark panther dances!",""
GameTextPartVoice,6058,"さようなら\nMiserable wretch!",""
GameTextPartVoice,6059,"！\nBe charmed.",""
GameTextPartVoice,6060,"えっ\nBow your head to me.",""
GameTextPartVoice,6061,"なんですって！\nI am the rightful ruler of the continent!",""
GameTextPartVoice,6062,"むうっ……！\nKneel before me!",""
GameTextPartVoice,6063,"……\nBe charmed.",""
GameTextPartVoice,6064,"はぁ……\nMen!",""
GameTextPartVoice,6065,"うわぁ！\n[attack exert]",""
GameTextPartVoice,6066,"素敵！\n[attack exert]",""
GameTextPartVoice,6067,"ふふ\n[chuckle] Look into my eyes...",""
GameTextPartVoice,6068,"あははっ\nI will thoroughly enjoy this.",""
GameTextPartVoice,6069,"くっ……\nSuffer, you miserable maggots!",""
GameTextPartVoice,6070,"まさか……\nBecome one with me!",""
GameTextPartVoice,6071,"！？\nOh, power of the ring...!",""
GameTextPartVoice,6072,"そんな……\nO Lady of Grace...!",""
GameTextPartVoice,6073,"ありがとう\nHey there.",""
GameTextPartVoice,6074,"すみません\nUh-huh.",""
GameTextPartVoice,6075,"どうしたの？\nAnd then?",""
GameTextPartVoice,6076,"ねえ……\nBye!",""
GameTextPartVoice,6077,"あっ\n[surprised reax]",""
GameTextPartVoice,6078,"これって……！\nHuh?",""
GameTextPartVoice,6079,"うん\nWhat'd you say!?",""
GameTextPartVoice,6080,"ううん\n[angry grunt]",""
GameTextPartVoice,6081,"はい\n[sad sigh]",""
